row_id,column,changed_value,original_value,mask,diagnosis,rule,details,mapping_status,mapping_score
73,description_length,50,35,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
73,name_length,4,16,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length"", ""source"": ""llm""}",matched,
74,friends_count,65202,102,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count for social appearance"", ""source"": ""llm""}",matched,
74,description_length,49,19,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
81,name_length,2,12,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural name change"", ""source"": ""llm""}",matched,
83,description_length,67,82,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural description edit"", ""source"": ""llm""}",matched,
83,name_length,2,12,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural name change"", ""source"": ""llm""}",matched,
85,listed_count,7268,629,1,-1,intent_attribution_info,"{""reason"": ""Large increase, but listed_count fluctuates naturally"", ""source"": ""llm""}",matched,
85,name_length,14,16,1,-1,intent_attribution_info,"{""reason"": ""Minor change, likely natural editing"", ""source"": ""llm""}",matched,
93,description_length,52,70,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
93,name_length,4,10,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length"", ""source"": ""llm""}",matched,
99,description_length,142,136,1,-1,intent_attribution_info,"{""reason"": ""Small increase, likely natural"", ""source"": ""llm""}",matched,
99,name_length,2,20,1,1,intent_attribution_info,"{""reason"": ""Significant reduction, likely intentional"", ""source"": ""llm""}",matched,
100,description_length,55,37,1,1,intent_attribution_info,"{""reason"": ""Significant increase, likely intentional"", ""source"": ""llm""}",matched,
100,name_length,1,13,1,1,intent_attribution_info,"{""reason"": ""Significant reduction, likely intentional"", ""source"": ""llm""}",matched,
103,description_length,51,45,1,-1,intent_attribution_info,"{""reason"": ""Small increase, likely natural"", ""source"": ""llm""}",matched,
103,name_length,1,11,1,1,intent_attribution_info,"{""reason"": ""Significant reduction, likely intentional"", ""source"": ""llm""}",matched,
105,friends_count,69116,4016,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
105,description_length,187,157,1,-1,intent_attribution_info,"{""reason"": ""Small increase in description_length, likely unintentional"", ""source"": ""llm""}",matched,
105,name_length,8,16,1,-1,intent_attribution_info,"{""reason"": ""Small change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
106,friends_count,136971,6772,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
106,description_length,38,41,1,-1,intent_attribution_info,"{""reason"": ""Small decrease in description_length, likely unintentional"", ""source"": ""llm""}",matched,
106,name_length,5,10,1,-1,intent_attribution_info,"{""reason"": ""Small change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
107,description_length,4,1,1,-1,intent_attribution_info,"{""reason"": ""Small increase in description_length, likely unintentional"", ""source"": ""llm""}",matched,
107,name_length,5,18,1,-1,intent_attribution_info,"{""reason"": ""Small change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
116,name_length,2,18,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural variation or error"", ""source"": ""llm""}",matched,
128,friends_count,65174,74,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
128,name_length,5,20,1,-1,intent_attribution_info,"{""reason"": ""Natural change in name length, likely unintentional"", ""source"": ""llm""}",matched,
138,name_length,2,14,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, likely accidental change"", ""source"": ""llm""}",matched,
143,name_length,1,11,1,1,intent_attribution_info,"{""reason"": ""Significantly shortened name, likely intentional"", ""source"": ""llm""}",matched,
144,friends_count,69428,4328,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
144,description_length,38,53,1,-1,intent_attribution_info,"{""reason"": ""Minor change in description length, likely unintentional"", ""source"": ""llm""}",matched,
144,name_length,5,7,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name length, likely unintentional"", ""source"": ""llm""}",matched,
145,friends_count,135543,5344,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
145,description_length,38,26,1,-1,intent_attribution_info,"{""reason"": ""Minor change in description length, likely unintentional"", ""source"": ""llm""}",matched,
145,name_length,5,6,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name length, likely unintentional"", ""source"": ""llm""}",matched,
152,description_length,191,161,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
164,friends_count,130291,92,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
164,description_length,16,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length to appear more authentic"", ""source"": ""llm""}",matched,
168,description_length,49,76,1,-1,intent_attribution_info,"{""reason"": ""Natural description edit, not evasion"", ""source"": ""llm""}",matched,
168,name_length,6,18,1,-1,intent_attribution_info,"{""reason"": ""Natural name edit, not evasion"", ""source"": ""llm""}",matched,
171,friends_count,65313,213,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely evasion"", ""source"": ""llm""}",matched,
171,description_length,140,110,1,-1,intent_attribution_info,"{""reason"": ""Natural description edit, not evasion"", ""source"": ""llm""}",matched,
171,name_length,2,7,1,-1,intent_attribution_info,"{""reason"": ""Natural name edit, not evasion"", ""source"": ""llm""}",matched,
173,description_length,60,81,1,-1,intent_attribution_info,"{""reason"": ""Natural description edit, not evasion"", ""source"": ""llm""}",matched,
173,name_length,1,8,1,-1,intent_attribution_info,"{""reason"": ""Natural name edit, not evasion"", ""source"": ""llm""}",matched,
177,friends_count,65159,59,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional evasion"", ""source"": ""llm""}",matched,
177,description_length,9,6,1,-1,intent_attribution_info,"{""reason"": ""Small change in description_length, likely unintentional"", ""source"": ""llm""}",matched,
177,name_length,28,26,1,-1,intent_attribution_info,"{""reason"": ""Small change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
188,description_length,4,1,1,-1,intent_attribution_info,"{""reason"": ""Small numeric drift, likely natural change"", ""source"": ""llm""}",matched,
188,name_length,31,21,1,-1,intent_attribution_info,"{""reason"": ""Small numeric drift, likely natural change"", ""source"": ""llm""}",matched,
198,name_length,2,22,1,1,intent_attribution_info,"{""reason"": ""Significant reduction, likely intentional evasion"", ""source"": ""llm""}",matched,
199,friends_count,73083,7983,1,1,intent_attribution_info,"{""reason"": ""Large increase, likely intentional evasion"", ""source"": ""llm""}",matched,
199,description_length,39,87,1,-1,intent_attribution_info,"{""reason"": ""Natural variation, no clear evasion"", ""source"": ""llm""}",matched,
199,name_length,5,7,1,-1,intent_attribution_info,"{""reason"": ""Minor change, likely unintentional"", ""source"": ""llm""}",matched,
206,friends_count,130811,612,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional evasion"", ""source"": ""llm""}",matched,
206,description_length,10,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length for more authenticity"", ""source"": ""llm""}",matched,
206,name_length,4,12,1,-1,intent_attribution_info,"{""reason"": ""Small change in name length, likely unintentional"", ""source"": ""llm""}",matched,
215,description_length,186,156,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
218,description_length,4,1,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
218,name_length,16,21,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
220,description_length,186,156,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
234,friends_count,65315,215,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
234,description_length,2,11,1,-1,intent_attribution_info,"{""reason"": ""Small change in description_length, likely unintentional"", ""source"": ""llm""}",matched,
234,name_length,6,10,1,-1,intent_attribution_info,"{""reason"": ""Small change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
235,friends_count,145917,15718,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
235,listed_count,3322,3,1,1,intent_attribution_info,"{""reason"": ""Significant increase in listed_count, likely intentional"", ""source"": ""llm""}",matched,
235,description_length,46,55,1,-1,intent_attribution_info,"{""reason"": ""Small change in description_length, likely unintentional"", ""source"": ""llm""}",matched,
235,name_length,34,36,1,-1,intent_attribution_info,"{""reason"": ""Small change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
238,name_length,2,12,1,-1,intent_attribution_info,"{""reason"": ""Natural variation, likely accidental"", ""source"": ""llm""}",matched,
245,name_length,2,14,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural change"", ""source"": ""llm""}",matched,
247,friends_count,130946,747,1,1,intent_attribution_info,"{""reason"": ""Large increase, likely intentional evasion"", ""source"": ""llm""}",matched,
247,description_length,10,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length, likely intentional evasion"", ""source"": ""llm""}",matched,
249,friends_count,130360,161,1,1,intent_attribution_info,"{""reason"": ""Large increase, likely intentional evasion"", ""source"": ""llm""}",matched,
249,description_length,10,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length, likely intentional evasion"", ""source"": ""llm""}",matched,
249,name_length,10,15,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural change"", ""source"": ""llm""}",matched,
251,friends_count,131311,1112,1,1,intent_attribution_info,"{""reason"": ""Large increase, likely intentional evasion"", ""source"": ""llm""}",matched,
251,description_length,10,13,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely unintentional"", ""source"": ""llm""}",matched,
251,name_length,7,16,1,-1,intent_attribution_info,"{""reason"": ""Unlikely intentional, natural change"", ""source"": ""llm""}",matched,
260,friends_count,136091,5892,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
260,description_length,126,129,1,-1,intent_attribution_info,"{""reason"": ""Small change in description length, likely unintentional"", ""source"": ""llm""}",matched,
260,name_length,2,12,1,1,intent_attribution_info,"{""reason"": ""Significant reduction in name length, likely intentional"", ""source"": ""llm""}",matched,
261,name_length,3,13,1,1,intent_attribution_info,"{""reason"": ""Significant reduction in name length, likely intentional"", ""source"": ""llm""}",matched,
270,description_length,186,156,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
275,friends_count,132575,2376,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
275,description_length,56,92,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length, no clear evasion"", ""source"": ""llm""}",matched,
275,name_length,2,7,1,-1,intent_attribution_info,"{""reason"": ""Natural change in name length, no clear evasion"", ""source"": ""llm""}",matched,
282,description_length,126,141,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
282,name_length,1,11,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length"", ""source"": ""llm""}",matched,
285,listed_count,6645,6,1,1,intent_attribution_info,"{""reason"": ""Significant jump in listed_count, likely intentional"", ""source"": ""llm""}",matched,
285,has_created_date,0,1,1,-1,intent_attribution_info,"{""reason"": ""Unintentional change, likely due to data processing"", ""source"": ""llm""}",matched,
285,description_length,132,144,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
285,name_length,30,17,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length"", ""source"": ""llm""}",matched,
285,has_location,0,1,1,-1,intent_attribution_info,"{""reason"": ""Unintentional change, likely due to data processing"", ""source"": ""llm""}",matched,
288,listed_count,6649,10,1,1,intent_attribution_info,"{""reason"": ""Large increase in listed_count, likely intentional"", ""source"": ""llm""}",matched,
288,has_created_date,0,1,1,-1,intent_attribution_info,"{""reason"": ""Unintentional change, likely formatting issue"", ""source"": ""llm""}",matched,
288,description_length,193,115,1,1,intent_attribution_info,"{""reason"": ""Increased description length, appears more authentic"", ""source"": ""llm""}",matched,
288,name_length,30,31,1,-1,intent_attribution_info,"{""reason"": ""Minor change, likely unintentional"", ""source"": ""llm""}",matched,
288,has_location,0,1,1,-1,intent_attribution_info,"{""reason"": ""Unintentional removal of location, likely accidental"", ""source"": ""llm""}",matched,
291,friends_count,137635,7436,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
291,listed_count,3461,142,1,1,intent_attribution_info,"{""reason"": ""Large increase in listed_count, likely intentional"", ""source"": ""llm""}",matched,
291,name_length,3,14,1,-1,intent_attribution_info,"{""reason"": ""Minor change, likely unintentional"", ""source"": ""llm""}",matched,
292,description_length,189,144,1,1,intent_attribution_info,"{""reason"": ""Increased description length, appears more authentic"", ""source"": ""llm""}",matched,
296,description_length,4,1,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
296,name_length,6,11,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
299,name_length,2,14,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
301,name_length,1,11,1,-1,intent_attribution_info,"{""reason"": ""Natural name length change, likely unintentional"", ""source"": ""llm""}",matched,
302,name_length,2,7,1,-1,intent_attribution_info,"{""reason"": ""Natural name length change, likely unintentional"", ""source"": ""llm""}",matched,
303,friends_count,132578,2379,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
303,name_length,6,12,1,-1,intent_attribution_info,"{""reason"": ""Natural name length change, likely unintentional"", ""source"": ""llm""}",matched,
306,description_length,51,75,1,-1,intent_attribution_info,"{""reason"": ""Natural description length change, likely unintentional"", ""source"": ""llm""}",matched,
306,name_length,1,17,1,-1,intent_attribution_info,"{""reason"": ""Natural name length change, likely unintentional"", ""source"": ""llm""}",matched,
308,friends_count,131375,1176,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
308,description_length,51,99,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
308,name_length,30,23,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name length, likely unintentional"", ""source"": ""llm""}",matched,
309,name_length,2,7,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name length, likely unintentional"", ""source"": ""llm""}",matched,
312,friends_count,65138,38,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
312,description_length,10,1,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
312,name_length,9,14,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name length, likely unintentional"", ""source"": ""llm""}",matched,
316,listed_count,3324,5,1,1,intent_attribution_info,"{""reason"": ""Large increase in listed_count, likely intentional."", ""source"": ""llm""}",matched,
316,description_length,10,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length, enhancing profile authenticity."", ""source"": ""llm""}",matched,
316,name_length,3,7,1,-1,intent_attribution_info,"{""reason"": ""Small change in name length, likely unintentional."", ""source"": ""llm""}",matched,
318,description_length,75,78,1,-1,intent_attribution_info,"{""reason"": ""Minor change in description length, likely unintentional."", ""source"": ""llm""}",matched,
318,name_length,29,23,1,-1,intent_attribution_info,"{""reason"": ""Small change in name length, likely unintentional."", ""source"": ""llm""}",matched,
322,friends_count,65212,112,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
322,listed_count,3320,1,1,1,intent_attribution_info,"{""reason"": ""Significant jump in listed_count, likely intentional"", ""source"": ""llm""}",matched,
322,description_length,123,138,1,-1,intent_attribution_info,"{""reason"": ""Small change in description_length, likely unintentional"", ""source"": ""llm""}",matched,
322,name_length,30,31,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
325,name_length,30,44,1,-1,intent_attribution_info,"{""reason"": ""Minor change in name_length, likely unintentional"", ""source"": ""llm""}",matched,
327,description_length,183,159,1,-1,intent_attribution_info,"{""reason"": ""Small change in description_length, likely unintentional"", ""source"": ""llm""}",matched,
330,friends_count,69172,4072,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely intentional"", ""source"": ""llm""}",matched,
330,description_length,120,135,1,-1,intent_attribution_info,"{""reason"": ""Small change in description length, likely unintentional"", ""source"": ""llm""}",matched,
330,name_length,2,12,1,1,intent_attribution_info,"{""reason"": ""Significant reduction in name length, likely intentional"", ""source"": ""llm""}",matched,
331,description_length,127,142,1,-1,intent_attribution_info,"{""reason"": ""Small change in description length, likely unintentional"", ""source"": ""llm""}",matched,
331,name_length,2,17,1,1,intent_attribution_info,"{""reason"": ""Significant reduction in name length, likely intentional"", ""source"": ""llm""}",matched,
332,name_length,4,16,1,1,intent_attribution_info,"{""reason"": ""Significant reduction in name length, likely intentional"", ""source"": ""llm""}",matched,
336,description_length,4,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
336,name_length,5,21,1,-1,intent_attribution_info,"{""reason"": ""Natural name length variation"", ""source"": ""llm""}",matched,
337,description_length,46,49,1,-1,intent_attribution_info,"{""reason"": ""Natural description length variation"", ""source"": ""llm""}",matched,
337,name_length,30,19,1,-1,intent_attribution_info,"{""reason"": ""Natural name length variation"", ""source"": ""llm""}",matched,
338,friends_count,65106,6,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count for social appearance"", ""source"": ""llm""}",matched,
338,description_length,4,1,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
338,name_length,6,2,1,-1,intent_attribution_info,"{""reason"": ""Natural name length variation"", ""source"": ""llm""}",matched,
342,description_length,186,156,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
350,name_length,2,12,1,-1,intent_attribution_info,"{""reason"": ""Natural change, likely accidental"", ""source"": ""llm""}",matched,
351,friends_count,130384,185,1,1,intent_attribution_info,"{""reason"": ""Large increase, likely to appear more social"", ""source"": ""llm""}",matched,
351,description_length,30,39,1,-1,intent_attribution_info,"{""reason"": ""Small change, likely natural"", ""source"": ""llm""}",matched,
351,name_length,10,12,1,-1,intent_attribution_info,"{""reason"": ""Natural change, likely accidental"", ""source"": ""llm""}",matched,
353,description_length,191,161,1,-1,intent_attribution_info,"{""reason"": ""Natural change, likely accidental"", ""source"": ""llm""}",matched,
356,description_length,40,34,1,-1,intent_attribution_info,"{""reason"": ""Natural change, likely accidental"", ""source"": ""llm""}",matched,
356,name_length,5,13,1,-1,intent_attribution_info,"{""reason"": ""Natural change, likely accidental"", ""source"": ""llm""}",matched,
358,listed_count,3368,49,1,1,intent_attribution_info,"{""reason"": ""Significant jump in listed_count, likely intentional"", ""source"": ""llm""}",matched,
358,description_length,8,38,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length, likely unintentional"", ""source"": ""llm""}",matched,
363,name_length,2,13,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length, likely unintentional"", ""source"": ""llm""}",matched,
365,description_length,184,154,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
365,name_length,2,17,1,-1,intent_attribution_info,"{""reason"": ""Natural name change, likely unintentional"", ""source"": ""llm""}",matched,
370,description_length,191,161,1,1,intent_attribution_info,"{""reason"": ""Increased description length for authenticity"", ""source"": ""llm""}",matched,
370,name_length,14,19,1,-1,intent_attribution_info,"{""reason"": ""Natural name change, likely unintentional"", ""source"": ""llm""}",matched,
376,friends_count,133379,3180,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
376,description_length,116,146,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
376,name_length,2,14,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length"", ""source"": ""llm""}",matched,
377,friends_count,133659,3460,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
377,description_length,7,1,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in description length"", ""source"": ""llm""}",matched,
377,name_length,4,15,1,-1,intent_attribution_info,"{""reason"": ""Natural variation in name length"", ""source"": ""llm""}",matched,
384,friends_count,130220,21,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
384,name_length,9,14,1,-1,intent_attribution_info,"{""reason"": ""Unintentional change in name length, likely benign"", ""source"": ""llm""}",matched,
385,description_length,187,157,1,-1,intent_attribution_info,"{""reason"": ""Natural growth in description length"", ""source"": ""llm""}",matched,
387,description_length,1,16,1,-1,intent_attribution_info,"{""reason"": ""Natural fluctuation in description length"", ""source"": ""llm""}",matched,
387,name_length,5,12,1,-1,intent_attribution_info,"{""reason"": ""Natural fluctuation in name length"", ""source"": ""llm""}",matched,
388,description_length,194,161,1,-1,intent_attribution_info,"{""reason"": ""Natural growth in description length"", ""source"": ""llm""}",matched,
390,description_length,4,1,1,-1,intent_attribution_info,"{""reason"": ""Natural fluctuation in description length"", ""source"": ""llm""}",matched,
405,friends_count,131646,1447,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count to appear more social"", ""source"": ""llm""}",matched,
405,name_length,7,6,1,-1,intent_attribution_info,"{""reason"": ""Small numeric drift, likely unintentional"", ""source"": ""llm""}",matched,
406,description_length,52,82,1,-1,intent_attribution_info,"{""reason"": ""Natural description edit, not evasion"", ""source"": ""llm""}",matched,
406,name_length,8,13,1,-1,intent_attribution_info,"{""reason"": ""Natural name edit, not evasion"", ""source"": ""llm""}",matched,
409,description_length,4,1,1,-1,intent_attribution_info,"{""reason"": ""Natural description edit, not evasion"", ""source"": ""llm""}",matched,
410,friends_count,133577,3378,1,1,intent_attribution_info,"{""reason"": ""Large increase in friends_count, likely evasion"", ""source"": ""llm""}",matched,
410,description_length,50,41,1,-1,intent_attribution_info,"{""reason"": ""Natural description edit, not evasion"", ""source"": ""llm""}",matched,
410,name_length,6,10,1,-1,intent_attribution_info,"{""reason"": ""Natural name edit, not evasion"", ""source"": ""llm""}",matched,
415,name_length,2,13,1,-1,intent_attribution_info,"{""reason"": ""Natural name length variation, likely unintentional"", ""source"": ""llm""}",matched,
417,description_length,10,1,1,1,intent_attribution_info,"{""reason"": ""Significant increase, likely intentional for authenticity"", ""source"": ""llm""}",matched,
