row_id,column,dirty_value,correct_value,mask,decision,reason
378,subject_location,golden state,milwaukee,1,1,"Swapped with a different city, changing the factual claim"
380,value,30751,30751 and 73421,1,-1,Numeric drift (30751 vs 30751 and 73421)
381,subject_type,Team,School/Educational Institution,1,1,Swapped entity type (School/Educational Institution vs Team)
381,subject_location,indiana,Unknown (not morgan township),1,1,Wrong location (Morgan Township vs Indiana)
381,claim_domain,Sports,Demographics,1,1,Wrong claim domain (Demographics vs Sports)
383,subject_type,Athlete,Artist,1,1,Swapped entity type (Artist vs Athlete)
383,claim_domain,Sports,Entertainment,1,1,Wrong claim domain (Entertainment vs Sports)
384,value,16000,16.000,1,-1,Numeric drift (16.000 vs 16000)
385,subject_entity,elena pampoulova,"redbridge , united kingdom itf 25000",1,1,Wrong entity (Redbridge vs Elena Pampoulova)
385,subject_type,Athlete,Tournament,1,1,Swapped entity type (Tournament vs Athlete)
386,subject_entity,tiger woodsis,Tiger Woods,1,1,Wrong entity (Tiger Woods vs Tiger Woodsis)
386,subject_location,california,United States,1,1,Wrong location (United States vs California)
388,subject_entity,tennessee titans,unspecified team,1,1,Wrong entity (Unspecified Team vs Tennessee Titans)
389,subject_type,Team,Team,1,-1,Same entity type (Team)
389,subject_location,melbourne,north melbourne,1,1,Wrong location (North Melbourne vs Melbourne)
391,subject_location,beechworth,N/A (not specified),1,-1,"Numeric drift, trivial"
391,value,>1013,greater than 1013,1,-1,"Numeric drift, trivial (>1013 vs greater than 1013)"
393,subject_entity,midlands rfu,midland team(s),1,1,Swapped with a wrong entity
393,subject_type,Team,Organization,1,1,Swapped with a wrong type
395,subject_entity,blue jays,N/A,1,1,Wrong entity
395,subject_type,Team,N/A,1,1,Wrong type
395,subject_location,arlington,N/A,1,1,Wrong location
398,subject_entity,blue jays,N/A,1,1,Wrong entity
398,subject_type,Team,N/A,1,1,Wrong type
398,subject_location,toronto,N/A,1,1,Wrong location
399,subject_entity,minnesota golden gophers,A team,1,1,Wrong entity
399,subject_type,Athlete,Team,1,1,Wrong type
399,subject_location,minneapolis,N/A (Incorrect for extracted subject entity),1,1,Wrong location
402,subject_entity,toronto blue jays,N/A (Not mentioned in claim text),1,1,Intentionally changed to a specific entity
402,subject_type,Team,N/A (No specific subject entity mentioned),1,1,Intentionally changed to a specific type
402,subject_location,toronto,N/A (Not mentioned in claim text),1,1,Intentionally changed to a specific location
403,subject_entity,toronto blue jays,N/A (not specified in claim text),1,1,Intentionally changed to a specific entity
403,subject_location,toronto,N/A (not specified in claim text),1,1,Intentionally changed to a specific location
403,value,highest 6532,N/A (factually incorrect for implied context),1,1,Intentionally changed to a value that substantially changes the factual claim
404,subject_location,melbourne,Melbourne / Victoria Park,1,-1,"Minor spelling change, same location"
407,subject_entity,washington redskins,not specified in claim text,1,1,Intentionally changed to a specific entity
407,subject_type,Team,not specified in claim text,1,1,Intentionally changed to a specific type
407,subject_location,washington,not specified in claim text,1,1,Intentionally changed to a specific location
414,subject_type,Team,School,1,-1,"Numeric drift, trivial drift that preserves the factual claim"
416,subject_location,montreal,philadelphia,1,1,"Intentional manipulation, wrong location"
420,value,115,115 - 108 and 125 - 122,1,-1,Numeric drift (115 vs. 115 - 108 - 125)
426,subject_entity,ufc,UFC events,1,1,Deliberate manipulation (UFC vs. UFC events)
426,subject_type,Event,Event,1,1,Meaning-altering swap (Event vs. Team)
426,value,6,N/A,1,1,Deliberate manipulation (6 vs. N/A)
427,subject_location,manchester,Manchester,1,-1,Capitalization change (Manchester vs. manchester)
429,value,140,285,1,1,Numeric drift (285 vs. 140)
432,value,73896,79862,1,-1,numeric drift
435,subject_entity,cleveland brown,cleveland browns,1,1,wrong entity
435,value,69019,78723,1,1,substantial value change
439,subject_entity,toronto blue jays,N/A (not specified in claim),1,1,wrong entity
439,subject_location,toronto,N/A (not specified in claim),1,1,wrong location
439,value,49484,53935,1,1,substantial value change
440,subject_entity,toronto blue jays,N/A (not specified in claim),1,1,Mentioning a specific team when the claim does not specify one is intentional.
440,subject_location,toronto,N/A (not specified in claim),1,1,Mentioning a specific location when the claim does not specify one is intentional.
443,subject_location,buffalo,oakland / los angeles / las vegas,1,1,Swapping cities is an intentional manipulation.
447,subject_location,washington,miami,1,1,Swapping cities is an intentional manipulation.
447,value,117,85,1,1,Numeric drift of more than 1-2 units changes the factual claim.
451,subject_location,england,australia,1,-1,"Spelling mistake, does not alter the factual claim"
452,subject_entity,jack roberts,Not specified in claim text,1,1,"Different entity, substantially changes the factual claim"
452,subject_type,Team,Athlete,1,1,"Wrong subject type, substantially changes the factual claim"
452,subject_location,atlanta,Not specified in claim text,1,1,"Wrong location, substantially changes the factual claim"
454,subject_location,cleveland,Not specified in claim text,1,-1,"Spelling mistake, does not alter the factual claim"
456,subject_location,chicago,N/A (not specified in claim text),1,-1,"Spelling mistake, does not alter the factual claim"
458,subject_entity,boston bruins,boston,1,1,"Different entity, substantially changes the factual claim"
458,subject_location,philadelphia,N/A (game location not specified),1,1,"Wrong location, substantially changes the factual claim"
459,subject_location,detroit,N/A (not specified in claim),1,-1,"Spelling mistake, does not alter the factual claim"
462,value,>130,113,1,-1,numeric drift (>130 vs 113)
464,subject_entity,indiana pacers,indiana pacer,1,-1,abbreviation (indiana pacer vs indiana pacers)
465,value,2136,N/A,1,1,substantially changes the factual claim (N/A vs 2136)
468,subject_type,Team,League,1,1,wrong entity (League vs Team)
468,subject_location,widnes,widnes,1,-1,spacing (widnes vs Widnes)
469,subject_location,montreal,montreal,1,-1,guard_fallback
470,value,1:07.18,None,1,-1,Numeric drift (1:07.18 vs. None)
471,subject_location,edmonton,kitchener,1,1,Wrong location (kitchener vs. edmonton)
473,value,103,"A higher value (e.g., 130-150 for a two-day event)",1,1,Substantially changes the factual claim (103 vs. higher value)
474,value,111,"A higher value (e.g., 130-150 for a two-day event)",1,1,Substantially changes the factual claim (111 vs. higher value)
477,subject_entity,atlanta falcons,new york giants,1,1,Wrong entity (new york giants vs. atlanta falcons)
479,value,147,152,1,-1,Numeric drift (147 vs. 152)
481,value,50000,30037,1,-1,Numeric drift (50000 vs. 30037)
483,value,264,significantly higher than 264,1,-1,Numeric drift (264 vs. significantly higher than 264)
484,value,145,>145,1,-1,Numeric drift (145 vs. >145)
486,subject_location,montreal,san diego,1,1,Wrong location (san diego vs. montreal)
488,subject_entity,toronto blue jays,N/A (not specified in claim text),1,1,Wrong entity (N/A vs. toronto blue jays)
488,subject_location,toronto,N/A (not specified in claim text),1,1,Wrong location (N/A vs. toronto)
488,value,29709,"much higher (e.g., over 100,000)",1,1,Substantial value change (much higher vs. 29709)
489,value,60000,"over 70,000",1,-1,"Numeric drift (60000 vs. over 70,000)"
491,subject_entity,conklin,chicago,1,1,Different entity in correct vs dirty profile
491,subject_type,Team,Athlete,1,1,Different type in correct vs dirty profile
495,subject_entity,philadelphia eagles,arizona cardinal,1,1,Different entity in correct vs dirty profile
