row_id,column,dirty_value,correct_value,mask,decision,reason
61,subject_type,Event,Track,1,1,Change from 'Track' to 'Event' alters factual claim
61,subject_location,new jersey,new jersey,1,-1,"No change in value, likely a mask error"
62,subject_location,serbia,ukraine,1,1,Substantial change in location from 'ukraine' to 'serbia'
63,subject_entity,michael phelps,US swimmer,1,1,Change from 'US swimmer' to 'michael phelps' alters factual claim
63,subject_type,Athlete,Country,1,1,Change from 'Country' to 'Athlete' alters factual claim
63,subject_location,usa,france,1,1,Substantial change in location from 'france' to 'usa'
65,subject_location,birmingham,liverpool,1,1,Substantial change in location from 'liverpool' to 'birmingham'
70,subject_location,essendon victoria,melbourne,1,-1,more specific location
70,value,109,109,1,-1,guard_fallback
71,value,100000,94000,1,1,substantial numeric change
73,subject_type,Team,Team,1,-1,guard_fallback
73,subject_location,toronto,new york,1,1,changed to different city
74,subject_location,tennessee,oregon,1,1,changed to different state
79,subject_location,cleveland,pittsburgh,1,1,changed to different city
81,subject_entity,blue jays,None,1,1,deliberate entity change
81,subject_location,toronto,None,1,1,deliberate location change
84,value,65407,23600,1,1,significant numeric change
86,subject_location,san francisco,los angeles,1,1,deliberate location change
86,value,920,42920,1,1,significant numeric change
89,value,3,3,1,-1,guard_fallback
90,subject_entity,detroit pistons,detroit pistons,1,-1,guard_fallback
90,subject_location,atlanta,chicago,1,1,"changed to a different city, intentional manipulation"
93,subject_entity,new york titans,oakland,1,1,"changed to a different team, intentional manipulation"
93,subject_location,Oakland,oakland,1,-1,"capitalization change, unintentional"
98,value,exact 20000,typically much higher than 20000,1,1,"changed from general to specific number, intentional manipulation"
101,subject_type,Team,Team,1,-1,"No change, possible mask error"
101,subject_location,melbourne,melbourne,1,-1,"No change, possible mask error"
101,value,10680,unknown (but much higher),1,1,Substantial change from text to number
103,subject_entity,ernie el,ernie els,1,-1,Typo (missing 's')
104,subject_entity,mhc plastika,mhc plastika nitra,1,1,"Missing 'nitra', alters entity"
106,subject_location,north carolina,charlotte,1,-1,"Changed to related state, minor drift"
109,subject_entity,blue jays,the game,1,1,Changed to different entity
109,subject_type,Team,Game,1,1,Changed from Game to Team
109,subject_location,toronto,not specified,1,1,Changed to specific location
109,value,103,1,1,1,Significant numeric change
110,subject_location,toronto,new york,1,1,"changed to a different city, altering factual claim"
114,subject_location,dallas,dallas,1,-1,guard_fallback
114,value,20228,37,1,1,"changed to a much larger number, altering factual claim"
116,subject_entity,blue jays,N/A,1,1,"changed to a specific team name, altering factual claim"
116,subject_location,toronto,N/A,1,1,"changed to a specific city, altering factual claim"
117,subject_entity,blue jays,not mentioned in claim text,1,1,"changed to a specific team name, altering factual claim"
117,subject_location,toronto,not mentioned in claim text,1,1,"changed to a specific city, altering factual claim"
120,subject_entity,detroit red wings,detroit red wing,1,-1,typo (plural vs singular)
120,subject_type,Team,League,1,1,changed from League to Team
120,subject_location,new york,united states,1,-1,changed from united states to new york (likely typo)
122,subject_entity,cleveland brown,unnamed opponent team,1,1,changed from unnamed opponent team to cleveland brown
124,subject_type,Team,Athlete,1,1,changed from Athlete to Team
125,subject_location,tennessee,None,1,-1,changed from None to tennessee (likely typo)
128,subject_entity,manchester united f.c,None,1,1,changed from None to manchester united f.c
128,subject_location,lincoln city,None,1,-1,changed from None to lincoln city (likely typo)
131,subject_location,everton,liverpool,1,-1,Typo or confusion between team and location
132,subject_entity,fulham,swansea city,1,1,Deliberate swap of team names
138,subject_entity,winnipeg jets,winnipeg,1,-1,Minor addition of team name
140,subject_location,dallas,multiple locations,1,1,changed to a different location (dallas vs multiple locations)
141,subject_entity,pittsburgh steelers,three river stadium,1,1,changed to a different entity (pittsburgh steelers vs three river stadium)
141,subject_type,Team,Stadium,1,1,changed to a different type (Team vs Stadium)
141,subject_location,pennsylvania,pittsburgh,1,1,changed to a different location (pennsylvania vs pittsburgh)
143,subject_type,Athlete,Team,1,1,changed to a different type (Athlete vs Team)
143,subject_location,california,new york,1,1,changed to a different location (california vs new york)
145,subject_location,australia,england,1,1,changed to a different location (australia vs england)
147,subject_type,Team,County,1,1,changed to a different type (Team vs County)
150,subject_entity,manchester united f.c,manchester city,1,1,deliberate team swap
150,subject_location,manchester,manchester,1,-1,guard_fallback
152,subject_location,washington,boston,1,-1,typo or mistake
154,subject_location,minnesota,dallas cowboys,1,-1,location typo
154,value,210,161,1,1,substantial numeric change
156,subject_entity,devin gardner,northwestern,1,1,entity type change
156,subject_type,Athlete,Team,1,1,domain change
156,subject_location,northwestern,michigan,1,1,entity swap
158,subject_type,Event,Event,1,-1,guard_fallback
159,subject_entity,raptors,None,1,1,entity introduced
159,subject_location,toronto,None,1,-1,correct location
162,subject_location,washington,detroit,1,1,"changed location from detroit to washington, which is a meaningful alteration"
162,value,highest 6044,much higher than 6044,1,-1,"changed from 'much higher than 6044' to 'highest 6044', which is a minor rephrasing"
163,subject_location,washington,pittsburgh,1,1,"changed location from pittsburgh to washington, which is a meaningful alteration"
163,value,lowest 37764,lower than 37764,1,-1,"changed from 'lower than 37764' to 'lowest 37764', which is a minor rephrasing"
164,subject_type,Team,Athlete,1,1,"changed from Athlete to Team, which is a meaningful alteration"
164,subject_location,new jersey,New Jersey,1,-1,"changed from New Jersey to new jersey, which is a capitalization difference"
167,subject_type,Tournament,League,1,1,"changed from League to Tournament, which is a meaningful alteration"
167,subject_location,canada,united states,1,1,"changed from united states to canada, which is a meaningful alteration"
167,value,157,3,1,1,"changed from 3 to 157, which is a significant numeric change"
170,subject_entity,san francisco,Not specified in claim text,1,1,deliberate entity change
170,subject_location,san francisco,Not specified in claim text,1,1,deliberate location change
171,subject_entity,san francisco,Not specified in claim text,1,1,deliberate entity change
171,subject_location,san francisco,Not specified in claim text,1,1,deliberate location change
172,subject_entity,european athletics indoor championships,great britain,1,1,deliberate entity change
172,value,march 3rd,3:27.56,1,1,substantial value change
174,subject_location,new york,green bay,1,1,deliberate location change
175,subject_location,clemson,san jose state,1,1,deliberate location change
176,subject_location,north texas,north texas state,1,-1,minor location variation
178,subject_entity,chargers,Not mentioned in claim text,1,-1,guard_fallback
178,subject_location,san diego,Not mentioned in claim text,1,-1,guard_fallback
181,subject_entity,san francisco,Not mentioned in claim text,1,1,Deliberate change from placeholder to specific entity
181,subject_location,san francisco,Not mentioned in claim text,1,1,Deliberate change from placeholder to specific location
182,value,lowest 66042,43128,1,1,Significant numerical change altering the claim
183,subject_location,san francisco,san francisco,1,-1,Typo or minor drift in location name
186,subject_location,memphis,seattle,1,1,Deliberate change to a different city
189,subject_location,detroit,cincinnati,1,1,Deliberate change to a different city
198,subject_entity,redskins,Not specified in claim text,1,1,Deliberate entity change from non-specific to specific
198,subject_location,washington,Not specified in claim text,1,1,Deliberate location change from non-specific to specific
200,subject_location,melbourne,melbourne,1,-1,"Same value, likely typo or formatting"
204,subject_location,toronto,Not specified in claim,1,1,Changed from 'Not specified' to 'toronto'
204,value,30542,Not a specific attendance value,1,1,Changed from 'Not a specific value' to '30542'
205,subject_entity,blue jays,Not specified in claim,1,1,Changed from 'Not specified' to 'blue jays'
205,subject_location,toronto,Not specified in claim,1,1,Changed from 'Not specified' to 'toronto'
206,subject_entity,oliver,Oliver Building,1,1,Changed from 'Oliver Building' to 'oliver'
206,subject_type,Team,Building,1,1,Changed from 'Building' to 'Team'
206,claim_domain,Sports,Business,1,1,Changed from 'Business' to 'Sports'
208,value,<=159,N/A,1,1,Changed from 'N/A' to '<=159'
210,subject_type,Athlete,Coach,1,1,"Role changed from Coach to Athlete, which is a significant alteration"
211,subject_type,Athlete,Coach,1,1,"Role changed from Coach to Athlete, which is a significant alteration"
213,value,17000,"a lower value (e.g., 11,273)",1,1,"Value changed from a lower estimate to a specific higher number, which is a significant alteration"
215,subject_entity,milwaukee brewers,brewers,1,-1,"Added 'milwaukee' to 'brewers', which is a minor addition of location"
215,value,12664,"a higher value (e.g., 30,000+)",1,1,"Value changed from a higher estimate to a specific lower number, which is a significant alteration"
219,subject_entity,boston celtics,minnesota timberwolves,1,1,"Changed from 'minnesota timberwolves' to 'boston celtics', which is a significant alteration"
219,subject_location,boston,minneapolis,1,1,"Changed from 'minneapolis' to 'boston', which is a significant alteration"
224,subject_type,Team,Team,1,-1,guard_fallback
224,subject_location,mission road hong kong,guernsey,1,1,Significant location change
225,subject_entity,guernsey cricket,guernsey,1,1,Changed entity type
225,subject_type,Team,Venue,1,1,Changed type from Venue to Team
225,subject_location,kowloon cricket club hong kong,kowloon,1,-1,"Added specificity, likely typo"
227,subject_location,indiana,michigan,1,1,Changed state
230,subject_location,west virginia,michigan,1,1,changed to a different location
232,subject_entity,nhl,us high school player,1,1,changed to a different entity (nhl)
232,subject_type,Tournament,Athlete,1,1,changed to a different type (Tournament)
233,subject_entity,sloux city musketeers,sloux city musketeer,1,-1,minor pluralization change
233,subject_type,Team,League,1,1,changed to a different type (Team)
235,subject_entity,toronto argonauts,None,1,1,changed to a different entity (toronto argonauts)
235,subject_type,Team,None,1,1,changed to a different type (Team)
235,subject_location,hamilton,None,1,1,changed to a different location
238,subject_entity,houston oilers,Not specified in claim text,1,1,changed to a different entity (houston oilers)
238,subject_location,houston,Not specified in claim text,1,1,changed to a different location
241,subject_entity,vancouver canucks,Detroit,1,1,entity swap
241,subject_location,detroit,Vancouver,1,1,location swap
241,value,19875,18910,1,1,significant numeric change
242,subject_entity,vancouver canucks,New Jersey,1,1,entity swap
242,subject_location,east rutherford,Vancouver,1,-1,typo or minor location change
242,value,9125,19869,1,1,significant numeric change
243,value,73506,71740,1,-1,minor numeric drift
246,subject_type,Team,Athlete,1,1,domain change
246,subject_location,cleveland,N/A,1,1,location added where none existed
246,value,321,N/A,1,1,value introduced where none existed
247,value,450,"e.g., 600000",1,1,significant numeric change
250,subject_location,detroit,not specified in claim text,1,1,changed to a specific location
250,value,13,78312,1,1,drastic numerical change
252,subject_location,denver,wake forest,1,1,changed to a different location
253,subject_location,vancouver,chilliwack,1,1,changed to a different location
254,subject_location,vancouver,Canada,1,1,changed to a specific city
254,value,6,6,1,-1,no change in value
257,subject_entity,collingwood,Collingwood,1,-1,case difference
257,subject_type,Team,League,1,1,changed from League to Team
257,value,5500,42550,1,1,drastic numerical change
259,subject_entity,club huracán,"club huracán, banfield",1,1,removed part of the entity
259,subject_location,buenos aires,not specified in claim,1,1,added specific location
260,subject_entity,essendon / collingwood,essendon / collingwood / carlton / melbourne / north melbourne / richmond,1,1,Wrong entity
260,subject_location,melbourne,not specified in claim,1,1,Wrong location
262,subject_entity,toronto blue jays,Not specified in claim text,1,1,Wrong entity
262,subject_location,toronto,Not specified in claim text,1,1,Wrong location
268,subject_location,beijing,Not specified in claim text,1,1,Wrong location
269,value,1033,5872,1,1,Substantial numeric change
271,subject_entity,blue jay,unknown (home team),1,1,changed to specific team name
271,subject_location,toronto,not mentioned (or Toronto),1,-1,minor formatting change
273,subject_location,pittsburgh,pittsburgh,1,-1,typo or formatting
275,subject_location,nashville,not specified in claim,1,1,changed to specific location
277,subject_type,Team,Team,1,-1,no change despite mask
283,value,20049,20562,1,-1,minor numeric drift
291,subject_entity,golden state,golden state,1,-1,"No change detected, likely a false positive"
291,subject_location,charlotte,charlotte,1,-1,"No change detected, likely a false positive"
294,subject_entity,toshiba,toshiba,1,-1,"No change detected, likely a false positive"
294,subject_location,copenhagen,copenhagen,1,-1,"No change detected, likely a false positive"
296,subject_entity,minnesota golden gophers,camp randall stadium,1,1,Substantial change from stadium to team entity
296,subject_type,Team,Stadium,1,1,Substantial change from Stadium to Team type
298,subject_entity,boston patriots,Not specified in claim text,1,1,Substantial change from unspecified to specific team
298,subject_location,boston,Not specified in claim text,1,1,Substantial change from unspecified to specific location
302,subject_location,florida,detroit,1,1,changed to a different location
304,subject_location,great britain,germany,1,1,changed to a different country
306,subject_entity,dallas,new orleans team,1,1,changed to a different team name
306,value,<14472,less than 14472,1,-1,minor formatting change
308,subject_location,north melbourne,melbourne,1,-1,changed to a nearby location
310,subject_location,manchester,manchester,1,-1,No change detected despite mask=1
311,subject_location,manchester,manchester,1,-1,No change detected despite mask=1
312,subject_entity,boston celtics,Not present in claim text,1,1,Substantial change from 'Not present' to specific team
312,subject_type,Team,Not present in claim text,1,1,Substantial change from 'Not present' to 'Team'
312,subject_location,atlanta,Not present in claim text,1,1,Substantial change from 'Not present' to 'atlanta'
314,subject_entity,washington,Not present in claim text,1,1,Substantial change from 'Not present' to 'washington'
314,subject_location,new york,Not present in claim text,1,1,Substantial change from 'Not present' to 'new york'
316,subject_entity,vfl,carlton,1,1,Substantial change from 'carlton' to 'vfl'
316,subject_location,melbourne,melbourne,1,-1,guard_fallback
317,subject_entity,colorado avalanche,"phoenix, ny islander, colorado, chicago, columbus, nashville, and minnesota",1,1,Substantial change from list of teams to 'colorado avalanche'
317,subject_location,denver,"columbus, ohio",1,1,"Substantial change from 'columbus, ohio' to 'denver'"
319,subject_entity,los angeles ram,los angeles ram,1,-1,guard_fallback
319,subject_location,los angeles,san francisco,1,1,Substantial change from 'san francisco' to 'los angeles'
320,subject_location,northsfleet,stevenage,1,-1,Typo or minor location error
321,subject_entity,denver bronco,the denver broncos,1,-1,"Missing 's' in team name, likely typo"
321,subject_location,kansas,denver,1,1,Deliberate change to incorrect location
323,subject_entity,woman national rugby union,spain's woman national rugby union team,1,-1,"Missing 'spain's' in entity name, likely typo"
328,subject_location,liverpool,arsenal,1,-1,Typo or minor location error
328,value,34000000<,22300000,1,-1,Typo in value formatting
332,subject_location,melbourne,windy hill,1,-1,Typo or minor location error
335,subject_entity,tim duncan,the spur,1,1,Deliberate swap to an athlete instead of team
335,subject_type,Athlete,Team,1,1,"Changed from Team to Athlete, altering the claim"
340,subject_location,melbourne,carlton,1,-1,Minor location change within the same area
342,subject_location,melbourne,australia,1,-1,Minor location change within the same country
342,value,147,355 (Tests) or 124 (ODIs),1,1,Significant numeric change altering the claim
344,value,1000,Significantly more (career) or 0 (post-2009),1,1,Significant numeric change altering the claim
346,value,484,0.484,1,1,Significant numeric change altering the claim
347,subject_type,Athlete,Coach,1,1,Deliberate role change from Coach to Athlete
347,subject_location,valdosta,Not specified in claim,1,-1,Minor location change from unspecified to a specific location
347,value,623,0.623,1,1,Significant numeric change altering the claim
348,subject_entity,indiana pacers,indiana pacers,1,-1,guard_fallback
348,subject_location,cleveland,cleveland,1,-1,guard_fallback
349,value,16010,75,1,1,Significant numeric change altering the claim
351,subject_entity,new york rangers,new york ranger,1,-1,typo in entity name
351,value,157,N/A,1,1,substantial change from N/A to 157
353,subject_type,Team,Company,1,1,changed from Company to Team
353,claim_domain,Sports,Business,1,1,changed from Business to Sports
357,subject_entity,angle rs,Los Angeles Angels,1,-1,misspelling of entity name
357,subject_location,toronto,Anaheim,1,1,changed from Anaheim to toronto
358,subject_entity,red devil ray,Tampa Bay Devil Rays,1,1,changed from Tampa Bay Devil Rays to red devil ray
358,subject_location,toronto,St. Petersburg,1,1,changed from St. Petersburg to toronto
361,subject_entity,pittsburgh dolphins,Miami Dolphins,1,1,Deliberate swap of team name
361,subject_location,cleveland,Pittsburgh,1,1,Significant location change
361,value,58444,76753,1,1,Large numeric change
365,subject_entity,san francisco 49ers,Not mentioned in claim text,1,1,Substitution with another team
365,subject_type,Team,Not mentioned in claim text,1,1,Change from 'Not mentioned' to 'Team'
365,subject_location,san francisco,Not mentioned in claim text,1,1,Substitution with another location
366,subject_entity,los angeles,los angeles rams,1,1,Removal of team name
366,subject_location,san francisco,los angeles,1,1,Significant location change
370,subject_entity,columbus blue jackets,chicago,1,1,changed to a specific team name
370,subject_location,columbus,columbus,1,-1,guard_fallback
373,subject_entity,vancouver canucks,vancouver,1,1,changed to a specific team name
375,value,114,161,1,1,significant numeric change
376,subject_entity,houston oiler,houston oilers,1,1,"changed to singular form, likely intentional"
376,value,14489,32183,1,1,significant numeric change
378,subject_location,golden state,milwaukee,1,1,changed to a different location
380,value,30751,30751 and 73421,1,1,Substantial change in value
381,subject_type,Team,School/Educational Institution,1,1,Changed to incorrect type
381,subject_location,indiana,Unknown (not morgan township),1,1,Changed to incorrect location
381,claim_domain,Sports,Demographics,1,1,Changed to incorrect domain
383,subject_type,Athlete,Artist,1,1,Changed to incorrect type
383,claim_domain,Sports,Entertainment,1,1,Changed to incorrect domain
384,value,16000,16.000,1,-1,Formatting difference (decimal point)
385,subject_entity,elena pampoulova,"redbridge , united kingdom itf 25000",1,1,Changed to incorrect entity
385,subject_type,Athlete,Tournament,1,1,Changed to incorrect type
386,subject_entity,tiger woodsis,Tiger Woods,1,-1,Typo in name
386,subject_location,california,United States,1,-1,Minor location change
388,subject_entity,tennessee titans,unspecified team,1,1,Changed to incorrect team
389,subject_type,Team,Team,1,-1,No change in type (both Team)
389,subject_location,melbourne,north melbourne,1,-1,Minor location change
391,subject_location,beechworth,N/A (not specified),1,1,changed to specific location
391,value,>1013,greater than 1013,1,-1,formatting change
393,subject_entity,midlands rfu,midland team(s),1,1,changed to specific organization
393,subject_type,Team,Organization,1,1,changed to more specific type
395,subject_entity,blue jays,N/A,1,1,changed to specific team
395,subject_type,Team,N/A,1,1,changed to specific type
395,subject_location,arlington,N/A,1,1,changed to specific location
398,subject_entity,blue jays,N/A,1,1,changed to specific team
398,subject_type,Team,N/A,1,1,changed to specific type
398,subject_location,toronto,N/A,1,1,changed to specific location
399,subject_entity,minnesota golden gophers,A team,1,1,changed to specific team
399,subject_type,Athlete,Team,1,1,changed to different category
399,subject_location,minneapolis,N/A (Incorrect for extracted subject entity),1,1,changed to specific location
402,subject_entity,toronto blue jays,N/A (Not mentioned in claim text),1,1,Intentional change of subject entity from N/A to specific team
402,subject_type,Team,N/A (No specific subject entity mentioned),1,1,Intentional change of subject type from N/A to Team
402,subject_location,toronto,N/A (Not mentioned in claim text),1,1,Intentional change of subject location from N/A to Toronto
403,subject_entity,toronto blue jays,N/A (not specified in claim text),1,1,Intentional change of subject entity from N/A to specific team
403,subject_location,toronto,N/A (not specified in claim text),1,1,Intentional change of subject location from N/A to Toronto
403,value,highest 6532,N/A (factually incorrect for implied context),1,1,Intentional change of value from N/A to specific number
404,subject_location,melbourne,Melbourne / Victoria Park,1,-1,Unintentional change in subject location case (Melbourne/melbourne)
407,subject_entity,washington redskins,not specified in claim text,1,1,Intentional change of subject entity from N/A to specific team
407,subject_type,Team,not specified in claim text,1,1,Intentional change of subject type from N/A to Team
407,subject_location,washington,not specified in claim text,1,1,Intentional change of subject location from N/A to Washington
414,subject_type,Team,School,1,1,"changed from School to Team, altering entity type"
416,subject_location,montreal,philadelphia,1,-1,"changed from philadelphia to montreal, likely typo"
420,value,115,115 - 108 and 125 - 122,1,1,"Significant change in score details, likely intentional manipulation"
426,subject_entity,ufc,UFC events,1,-1,"Typographical difference, likely unintentional"
426,subject_type,Event,Event,1,-1,"No change detected, possibly a data entry error"
426,value,6,N/A,1,1,"Substantial numeric change, likely intentional"
427,subject_location,manchester,Manchester,1,-1,"Lowercase difference, likely unintentional typo"
429,value,140,285,1,1,"Significant numeric change, likely intentional manipulation"
432,value,73896,79862,1,1,substantial numeric change
435,subject_entity,cleveland brown,cleveland browns,1,-1,typo in team name
435,value,69019,78723,1,1,substantial numeric change
439,subject_entity,toronto blue jays,N/A (not specified in claim),1,1,entity swap
439,subject_location,toronto,N/A (not specified in claim),1,1,location swap
439,value,49484,53935,1,1,substantial numeric change
440,subject_entity,toronto blue jays,N/A (not specified in claim),1,1,Deliberate entity change
440,subject_location,toronto,N/A (not specified in claim),1,1,Deliberate location change
443,subject_location,buffalo,oakland / los angeles / las vegas,1,1,Deliberate location change
447,subject_location,washington,miami,1,1,Deliberate location change
447,value,117,85,1,1,Deliberate value change
451,subject_location,england,australia,1,1,"Substantial change in location from Australia to England for Greg Norman, an Australian athlete."
452,subject_entity,jack roberts,Not specified in claim text,1,1,"Changed from unspecified to a specific person, Jack Roberts."
452,subject_type,Team,Athlete,1,1,"Changed from Athlete to Team, altering the subject type."
452,subject_location,atlanta,Not specified in claim text,1,1,"Changed from unspecified to Atlanta, a specific location."
454,subject_location,cleveland,Not specified in claim text,1,1,"Changed from unspecified to Cleveland, a specific location."
456,subject_location,chicago,N/A (not specified in claim text),1,1,"Changed from N/A to Chicago, a specific location."
458,subject_entity,boston bruins,boston,1,1,"Changed from Boston to Boston Bruins, a specific team."
458,subject_location,philadelphia,N/A (game location not specified),1,1,"Changed from N/A to Philadelphia, a specific location."
459,subject_location,detroit,N/A (not specified in claim),1,1,"Changed from N/A to Detroit, a specific location."
462,value,>130,113,1,1,Substantial numeric change with '>' symbol indicating a different claim
464,subject_entity,indiana pacers,indiana pacer,1,-1,Pluralization typo ('pacer' vs 'pacers')
465,value,2136,N/A,1,1,Change from 'N/A' to specific number alters factual claim
468,subject_type,Team,League,1,1,Change from 'League' to 'Team' alters factual claim
468,subject_location,widnes,widnes,1,-1,No change in location despite mask indicating error
469,subject_location,montreal,montreal,1,-1,guard_fallback
470,value,1:07.18,None,1,1,Substantial change from 'None' to a specific time value
471,subject_location,edmonton,kitchener,1,1,"Changed from 'kitchener' to 'edmonton', altering the location"
473,value,103,"A higher value (e.g., 130-150 for a two-day event)",1,1,Changed from a range to a specific lower value
474,value,111,"A higher value (e.g., 130-150 for a two-day event)",1,1,Changed from a range to a specific lower value
477,subject_entity,atlanta falcons,new york giants,1,1,"Changed from 'new york giants' to 'atlanta falcons', altering the team"
479,value,147,152,1,-1,Minor numeric change from 152 to 147
481,value,50000,30037,1,1,substantial numerical change
483,value,264,significantly higher than 264,1,1,changed from comparative to specific number
484,value,145,>145,1,1,removed inequality operator
486,subject_location,montreal,san diego,1,1,changed location to a different city
488,subject_entity,toronto blue jays,N/A (not specified in claim text),1,1,changed from N/A to specific team
488,subject_location,toronto,N/A (not specified in claim text),1,1,changed from N/A to specific location
488,value,29709,"much higher (e.g., over 100,000)",1,1,changed from range to specific number
489,value,60000,"over 70,000",1,1,substantial numerical change
491,subject_entity,conklin,chicago,1,1,deliberate entity swap
491,subject_type,Team,Athlete,1,1,deliberate type change
495,subject_entity,philadelphia eagles,arizona cardinal,1,1,deliberate entity swap
495,subject_location,edward jones dome,st. louis,1,-1,typo or misunderstanding
496,subject_entity,gävle,brynäs if gävle,1,-1,partial name typo
496,subject_location,ottawa,sweden,1,-1,location typo
497,subject_entity,ottawa senators,sweeden,1,1,deliberate entity swap
497,subject_type,Team,Country,1,1,deliberate type change
497,subject_location,sweeden,sweden,1,-1,typo in location name
498,value,157,39,1,1,significant numeric change
502,value,17701,18007,1,1,substantial numeric change
503,subject_location,spartak,bobruisk,1,1,changed to incorrect location
503,value,11200,3700,1,1,substantial numeric change
506,subject_location,toronto,new york,1,1,changed to incorrect location
506,value,499122,approximately 57000-78000,1,1,substantial numeric change
510,value,1000,94,1,1,Substantial numeric change from 94 to 1000
511,subject_location,czechoslovakia,not czechoslovakia,1,1,Changed from 'not czechoslovakia' to 'czechoslovakia'
511,value,1200,1200.81,1,-1,Minor numeric change from 1200.81 to 1200
514,value,30000,less than 30000,1,-1,Changed from 'less than 30000' to '30000'
518,subject_type,Athlete,Team,1,1,Changed from 'Team' to 'Athlete'
518,subject_location,melbourne,melbourne,1,-1,guard_fallback
520,subject_location,utah,brooklyn,1,1,changed to a different team's location
522,subject_entity,maria cecilia,maria cecilia floriddia,1,-1,likely a typo or abbreviation
522,subject_location,brazil,Not mentioned in claim text,1,-1,added location not mentioned in claim
526,subject_entity,blue jays,Not mentioned in claim text,1,1,changed to a different team's name
526,subject_location,toronto,Not mentioned in claim text,1,1,changed to a different team's location
526,value,37354,30000,1,1,significant numeric change
528,subject_entity,new york jets,new york jet,1,-1,pluralization typo
532,value,49000,49540,1,1,Substantial numeric change
535,subject_entity,carltton fc,Carlton,1,-1,Typographical error
536,subject_entity,footscray,st kilda,1,1,Wrong entity
536,subject_location,melbourne,footscray,1,1,Wrong location
537,subject_entity,toronto blue jays,N/A (not mentioned),1,1,Wrong entity
537,subject_type,Team,N/A (not mentioned),1,1,Wrong type
537,subject_location,toronto,N/A (not mentioned),1,1,Wrong location
538,subject_entity,detroit red wings,detroit,1,1,Wrong entity
540,subject_entity,sergey filimonov,sergey filimonov,1,-1,guard_fallback
540,subject_location,almaty,kazakhstan,1,-1,Typo or minor location error within the same country
543,subject_entity,wake forest,ljvm coliseum,1,1,Deliberate swap of entity type (Venue to Team)
543,subject_type,Team,Venue,1,1,Deliberate swap of entity type (Venue to Team)
545,subject_entity,conseco,conseco fieldhouse,1,-1,"Partial name change, likely typo"
545,subject_type,Team,Venue,1,-1,Typo or misunderstanding of entity type
549,subject_location,indiana,atlanta,1,-1,Typo or minor location error within the same state
549,value,212,N/A,1,-1,"Numeric drift, likely typo"
550,value,168,N/A,1,1,Substantial change from N/A to numeric value
551,subject_location,melbourne,melbourne,1,-1,Typo or minor location variation
552,subject_entity,jim furyk,a golfer active before 1980,1,1,Deliberate change to specific entity
552,value,274,N/A,1,1,Substantial numeric change from N/A
554,subject_entity,oklahoma schools,oklahoma school,1,-1,Minor pluralization change
554,subject_type,Team,Conference,1,1,Change from Conference to Team alters category
556,subject_entity,north melbourne fc,north melbourne,1,-1,Minor abbreviation addition
556,subject_type,Team,League,1,1,Change from League to Team alters category
556,subject_location,melbourne,melbourne,1,-1,Typo or minor location variation
559,subject_location,us,new jersey devil,1,1,Change from specific to general location
562,subject_entity,south melbourne,south melbourne,1,-1,"No change detected, possible false positive"
562,subject_location,vfl park,vfl park,1,-1,"No change detected, possible false positive"
563,subject_location,san francisco,san francisco,1,-1,"No change detected, possible false positive"
